property name,property location,property type,property circle rate /100 sqm,property circle_rates per sq feet,property plot_area,property far,property built up area,property age,property Multi_factor,property_construction_cost,property valuation,presumed annual rent by valuation method,property_class,presumed annual rent per feet,presumed annual rent by built up method,presumed annual rent for annual rateable value calculation,annual rateable value,property_tax
ugirg,pariyari,commercial,125843.2,116.91,2200.0,0.5,1100.0,6,0.9,700,950207.0,47510.35,2,60.0,66000.0,47510.35,42759.31,2351.76
cgkrg,pariyari,commercial,125843.2,116.91,2200.0,0.5,1100.0,6,0.9,1000,1247207.0,62360.35,2,60.0,66000.0,62360.35,56124.31,3086.84
lhvmf,pariyari,commercial,125843.2,116.91,2200.0,0.5,1100.0,6,0.9,1100,1346207.0,67310.35,2,60.0,66000.0,66000.0,59400.0,3267.0
btmrb,pariyari,commercial,125843.2,116.91,2200.0,0.5,1100.0,6,0.9,1300,1544207.0,77210.35,2,60.0,66000.0,66000.0,59400.0,3267.0
vinvp,pariyari,commercial,125843.2,116.91,2200.0,0.5,1100.0,11,0.8,700,873207.0,43660.35,2,60.0,66000.0,43660.35,39294.31,2161.19
oubzv,pariyari,commercial,125843.2,116.91,2200.0,0.5,1100.0,11,0.8,1000,1137207.0,56860.35,2,60.0,66000.0,56860.35,51174.31,2814.59
xcpig,pariyari,commercial,125843.2,116.91,2200.0,0.5,1100.0,11,0.8,1100,1225207.0,61260.35,2,60.0,66000.0,61260.35,55134.31,3032.39
ghkkr,pariyari,commercial,125843.2,116.91,2200.0,0.5,1100.0,11,0.8,1300,1401207.0,70060.35,2,60.0,66000.0,66000.0,59400.0,3267.0
vezqw,pariyari,commercial,125843.2,116.91,2200.0,0.5,1100.0,16,0.7,700,796207.0,39810.35,2,60.0,66000.0,39810.35,35829.31,1970.61
kudtg,pariyari,commercial,125843.2,116.91,2200.0,0.5,1100.0,16,0.7,1000,1027207.0,51360.35,2,60.0,66000.0,51360.35,46224.31,2542.34
hkfah,pariyari,commercial,125843.2,116.91,2200.0,0.5,1100.0,16,0.7,1100,1104207.0,55210.35,2,60.0,66000.0,55210.35,49689.31,2732.91
krrhk,pariyari,commercial,125843.2,116.91,2200.0,0.5,1100.0,16,0.7,1300,1258207.0,62910.35,2,60.0,66000.0,62910.35,56619.31,3114.06
gjhft,pariyari,commercial,125843.2,116.91,2200.0,0.5,1100.0,21,0.6,700,719207.0,35960.35,2,60.0,66000.0,35960.35,32364.31,1780.04
cwxkk,pariyari,commercial,125843.2,116.91,2200.0,0.5,1100.0,21,0.6,1000,917207.0,45860.35,2,60.0,66000.0,45860.35,41274.31,2270.09
qpuez,pariyari,commercial,125843.2,116.91,2200.0,0.5,1100.0,21,0.6,1100,983207.0,49160.35,2,60.0,66000.0,49160.35,44244.31,2433.44
ecdvf,pariyari,commercial,125843.2,116.91,2200.0,0.5,1100.0,21,0.6,1300,1115207.0,55760.35,2,60.0,66000.0,55760.35,50184.31,2760.14
emckq,pariyari,residential,90956.25,84.5,2200.0,0.75,1650.0,1,1,700,1340902.65,67045.13,1,80.0,132000.0,67045.13,60340.62,2111.92
kfywz,pariyari,residential,90956.25,84.5,2200.0,0.75,1650.0,1,1,1000,1835902.65,91795.13,1,80.0,132000.0,91795.13,82615.62,2891.55
afbig,pariyari,residential,90956.25,84.5,2200.0,0.75,1650.0,1,1,1100,2000902.65,100045.13,1,80.0,132000.0,100045.13,90040.62,3151.42
xqvjx,pariyari,residential,90956.25,84.5,2200.0,0.75,1650.0,1,1,1300,2330902.65,116545.13,1,80.0,132000.0,116545.13,104890.62,3671.17
dtccx,pariyari,residential,90956.25,84.5,2200.0,0.75,1650.0,6,0.9,700,1225402.65,61270.13,1,80.0,132000.0,61270.13,55143.12,1930.01
baztd,pariyari,residential,90956.25,84.5,2200.0,0.75,1650.0,6,0.9,1000,1670902.65,83545.13,1,80.0,132000.0,83545.13,75190.62,2631.67
hilxo,pariyari,residential,90956.25,84.5,2200.0,0.75,1650.0,6,0.9,1100,1819402.65,90970.13,1,80.0,132000.0,90970.13,81873.12,2865.56
ioclo,pariyari,residential,90956.25,84.5,2200.0,0.75,1650.0,6,0.9,1300,2116402.65,105820.13,1,80.0,132000.0,105820.13,95238.12,3333.33
dyxlc,pariyari,residential,90956.25,84.5,2200.0,0.75,1650.0,11,0.8,700,1109902.65,55495.13,1,80.0,132000.0,55495.13,49945.62,1748.1
ezstf,pariyari,residential,90956.25,84.5,2200.0,0.75,1650.0,11,0.8,1000,1505902.65,75295.13,1,80.0,132000.0,75295.13,67765.62,2371.8
hvppp,pariyari,residential,90956.25,84.5,2200.0,0.75,1650.0,11,0.8,1100,1637902.65,81895.13,1,80.0,132000.0,81895.13,73705.62,2579.7
likca,pariyari,residential,90956.25,84.5,2200.0,0.75,1650.0,11,0.8,1300,1901902.65,95095.13,1,80.0,132000.0,95095.13,85585.62,2995.5
bpxsx,pariyari,residential,90956.25,84.5,2200.0,0.75,1650.0,16,0.7,700,994402.65,49720.13,1,80.0,132000.0,49720.13,44748.12,1566.18
qhgdq,pariyari,residential,90956.25,84.5,2200.0,0.75,1650.0,16,0.7,1000,1340902.65,67045.13,1,80.0,132000.0,67045.13,60340.62,2111.92
fvxuz,pariyari,residential,90956.25,84.5,2200.0,0.75,1650.0,16,0.7,1100,1456402.65,72820.13,1,80.0,132000.0,72820.13,65538.12,2293.83
rpkef,pariyari,residential,90956.25,84.5,2200.0,0.75,1650.0,16,0.7,1300,1687402.65,84370.13,1,80.0,132000.0,84370.13,75933.12,2657.66
sbvia,pariyari,residential,90956.25,84.5,2200.0,0.75,1650.0,21,0.6,700,878902.65,43945.13,1,80.0,132000.0,43945.13,39550.62,1384.27
qsonw,pariyari,residential,90956.25,84.5,2200.0,0.75,1650.0,21,0.6,1000,1175902.65,58795.13,1,80.0,132000.0,58795.13,52915.62,1852.05
hvocb,pariyari,residential,90956.25,84.5,2200.0,0.75,1650.0,21,0.6,1100,1274902.65,63745.13,1,80.0,132000.0,63745.13,57370.62,2007.97
dqysy,pariyari,residential,90956.25,84.5,2200.0,0.75,1650.0,21,0.6,1300,1472902.65,73645.13,1,80.0,132000.0,73645.13,66280.62,2319.82
nnttf,pariyari,residential,90956.25,84.5,2200.0,0.75,1650.0,1,1,700,1340902.65,67045.13,2,40.0,66000.0,66000.0,59400.0,2079.0
ipkyn,pariyari,residential,90956.25,84.5,2200.0,0.75,1650.0,1,1,1000,1835902.65,91795.13,2,40.0,66000.0,66000.0,59400.0,2079.0
bopyh,pariyari,residential,90956.25,84.5,2200.0,0.75,1650.0,1,1,1100,2000902.65,100045.13,2,40.0,66000.0,66000.0,59400.0,2079.0
cjnao,pariyari,residential,90956.25,84.5,2200.0,0.75,1650.0,1,1,1300,2330902.65,116545.13,2,40.0,66000.0,66000.0,59400.0,2079.0
rdvpk,pariyari,residential,90956.25,84.5,2200.0,0.75,1650.0,6,0.9,700,1225402.65,61270.13,2,40.0,66000.0,61270.13,55143.12,1930.01
kqhot,pariyari,residential,90956.25,84.5,2200.0,0.75,1650.0,6,0.9,1000,1670902.65,83545.13,2,40.0,66000.0,66000.0,59400.0,2079.0
osnln,pariyari,residential,90956.25,84.5,2200.0,0.75,1650.0,6,0.9,1100,1819402.65,90970.13,2,40.0,66000.0,66000.0,59400.0,2079.0
efysx,pariyari,residential,90956.25,84.5,2200.0,0.75,1650.0,6,0.9,1300,2116402.65,105820.13,2,40.0,66000.0,66000.0,59400.0,2079.0
hmdob,pariyari,residential,90956.25,84.5,2200.0,0.75,1650.0,11,0.8,700,1109902.65,55495.13,2,40.0,66000.0,55495.13,49945.62,1748.1
ugijt,pariyari,residential,90956.25,84.5,2200.0,0.75,1650.0,11,0.8,1000,1505902.65,75295.13,2,40.0,66000.0,66000.0,59400.0,2079.0
vbkza,pariyari,residential,90956.25,84.5,2200.0,0.75,1650.0,11,0.8,1100,1637902.65,81895.13,2,40.0,66000.0,66000.0,59400.0,2079.0
scctx,pariyari,residential,90956.25,84.5,2200.0,0.75,1650.0,11,0.8,1300,1901902.65,95095.13,2,40.0,66000.0,66000.0,59400.0,2079.0
dzpjr,pariyari,residential,90956.25,84.5,2200.0,0.75,1650.0,16,0.7,700,994402.65,49720.13,2,40.0,66000.0,49720.13,44748.12,1566.18
ypneh,pariyari,residential,90956.25,84.5,2200.0,0.75,1650.0,16,0.7,1000,1340902.65,67045.13,2,40.0,66000.0,66000.0,59400.0,2079.0
hbfmb,pariyari,residential,90956.25,84.5,2200.0,0.75,1650.0,16,0.7,1100,1456402.65,72820.13,2,40.0,66000.0,66000.0,59400.0,2079.0
sjool,pariyari,residential,90956.25,84.5,2200.0,0.75,1650.0,16,0.7,1300,1687402.65,84370.13,2,40.0,66000.0,66000.0,59400.0,2079.0
murpy,pariyari,residential,90956.25,84.5,2200.0,0.75,1650.0,21,0.6,700,878902.65,43945.13,2,40.0,66000.0,43945.13,39550.62,1384.27
zmync,pariyari,residential,90956.25,84.5,2200.0,0.75,1650.0,21,0.6,1000,1175902.65,58795.13,2,40.0,66000.0,58795.13,52915.62,1852.05
qenvs,pariyari,residential,90956.25,84.5,2200.0,0.75,1650.0,21,0.6,1100,1274902.65,63745.13,2,40.0,66000.0,63745.13,57370.62,2007.97
wwjba,pariyari,residential,90956.25,84.5,2200.0,0.75,1650.0,21,0.6,1300,1472902.65,73645.13,2,40.0,66000.0,66000.0,59400.0,2079.0
qnrrg,pariyari,commercial,125843.2,116.91,2200.0,0.75,1650.0,1,1,700,1412207.0,70610.35,1,120.0,198000.0,70610.35,63549.31,3495.21
rlmoi,pariyari,commercial,125843.2,116.91,2200.0,0.75,1650.0,1,1,1000,1907207.0,95360.35,1,120.0,198000.0,95360.35,85824.31,4720.34
wvfxl,pariyari,commercial,125843.2,116.91,2200.0,0.75,1650.0,1,1,1100,2072207.0,103610.35,1,120.0,198000.0,103610.35,93249.31,5128.71
ttzkj,pariyari,commercial,125843.2,116.91,2200.0,0.75,1650.0,1,1,1300,2402207.0,120110.35,1,120.0,198000.0,120110.35,108099.31,5945.46
bjlkn,pariyari,commercial,125843.2,116.91,2200.0,0.75,1650.0,6,0.9,700,1296707.0,64835.35,1,120.0,198000.0,64835.35,58351.81,3209.35
bcwts,pariyari,commercial,125843.2,116.91,2200.0,0.75,1650.0,6,0.9,1000,1742207.0,87110.35,1,120.0,198000.0,87110.35,78399.31,4311.96
nhlzu,pariyari,commercial,125843.2,116.91,2200.0,0.75,1650.0,6,0.9,1100,1890707.0,94535.35,1,120.0,198000.0,94535.35,85081.81,4679.5
anddh,pariyari,commercial,125843.2,116.91,2200.0,0.75,1650.0,6,0.9,1300,2187707.0,109385.35,1,120.0,198000.0,109385.35,98446.81,5414.57
acvgh,pariyari,commercial,125843.2,116.91,2200.0,0.75,1650.0,11,0.8,700,1181207.0,59060.35,1,120.0,198000.0,59060.35,53154.31,2923.49
lbacu,pariyari,commercial,125843.2,116.91,2200.0,0.75,1650.0,11,0.8,1000,1577207.0,78860.35,1,120.0,198000.0,78860.35,70974.31,3903.59
ehkyz,pariyari,commercial,125843.2,116.91,2200.0,0.75,1650.0,11,0.8,1100,1709207.0,85460.35,1,120.0,198000.0,85460.35,76914.31,4230.29
rahcc,pariyari,commercial,125843.2,116.91,2200.0,0.75,1650.0,11,0.8,1300,1973207.0,98660.35,1,120.0,198000.0,98660.35,88794.31,4883.69
qyiov,pariyari,commercial,125843.2,116.91,2200.0,0.75,1650.0,16,0.7,700,1065707.0,53285.35,1,120.0,198000.0,53285.35,47956.81,2637.62
rvdxn,pariyari,commercial,125843.2,116.91,2200.0,0.75,1650.0,16,0.7,1000,1412207.0,70610.35,1,120.0,198000.0,70610.35,63549.31,3495.21
cmfyx,pariyari,commercial,125843.2,116.91,2200.0,0.75,1650.0,16,0.7,1100,1527707.0,76385.35,1,120.0,198000.0,76385.35,68746.81,3781.07
ulvwe,pariyari,commercial,125843.2,116.91,2200.0,0.75,1650.0,16,0.7,1300,1758707.0,87935.35,1,120.0,198000.0,87935.35,79141.81,4352.8
ndgoq,pariyari,commercial,125843.2,116.91,2200.0,0.75,1650.0,21,0.6,700,950207.0,47510.35,1,120.0,198000.0,47510.35,42759.31,2351.76
aqzlk,pariyari,commercial,125843.2,116.91,2200.0,0.75,1650.0,21,0.6,1000,1247207.0,62360.35,1,120.0,198000.0,62360.35,56124.31,3086.84
fftka,pariyari,commercial,125843.2,116.91,2200.0,0.75,1650.0,21,0.6,1100,1346207.0,67310.35,1,120.0,198000.0,67310.35,60579.31,3331.86
xgvno,pariyari,commercial,125843.2,116.91,2200.0,0.75,1650.0,21,0.6,1300,1544207.0,77210.35,1,120.0,198000.0,77210.35,69489.31,3821.91
edqmt,pariyari,commercial,125843.2,116.91,2200.0,0.75,1650.0,1,1,700,1412207.0,70610.35,2,60.0,99000.0,70610.35,63549.31,3495.21
gqzzr,pariyari,commercial,125843.2,116.91,2200.0,0.75,1650.0,1,1,1000,1907207.0,95360.35,2,60.0,99000.0,95360.35,85824.31,4720.34
cipty,pariyari,commercial,125843.2,116.91,2200.0,0.75,1650.0,1,1,1100,2072207.0,103610.35,2,60.0,99000.0,99000.0,89100.0,4900.5
ckcdu,pariyari,commercial,125843.2,116.91,2200.0,0.75,1650.0,1,1,1300,2402207.0,120110.35,2,60.0,99000.0,99000.0,89100.0,4900.5
ztotm,pariyari,commercial,125843.2,116.91,2200.0,0.75,1650.0,6,0.9,700,1296707.0,64835.35,2,60.0,99000.0,64835.35,58351.81,3209.35
kmawp,pariyari,commercial,125843.2,116.91,2200.0,0.75,1650.0,6,0.9,1000,1742207.0,87110.35,2,60.0,99000.0,87110.35,78399.31,4311.96
sicdf,pariyari,commercial,125843.2,116.91,2200.0,0.75,1650.0,6,0.9,1100,1890707.0,94535.35,2,60.0,99000.0,94535.35,85081.81,4679.5
xqybr,pariyari,commercial,125843.2,116.91,2200.0,0.75,1650.0,6,0.9,1300,2187707.0,109385.35,2,60.0,99000.0,99000.0,89100.0,4900.5
rgtgn,pariyari,commercial,125843.2,116.91,2200.0,0.75,1650.0,11,0.8,700,1181207.0,59060.35,2,60.0,99000.0,59060.35,53154.31,2923.49
sxiug,pariyari,commercial,125843.2,116.91,2200.0,0.75,1650.0,11,0.8,1000,1577207.0,78860.35,2,60.0,99000.0,78860.35,70974.31,3903.59
xnuwx,pariyari,commercial,125843.2,116.91,2200.0,0.75,1650.0,11,0.8,1100,1709207.0,85460.35,2,60.0,99000.0,85460.35,76914.31,4230.29
rshvc,pariyari,commercial,125843.2,116.91,2200.0,0.75,1650.0,11,0.8,1300,1973207.0,98660.35,2,60.0,99000.0,98660.35,88794.31,4883.69
sfwit,pariyari,commercial,125843.2,116.91,2200.0,0.75,1650.0,16,0.7,700,1065707.0,53285.35,2,60.0,99000.0,53285.35,47956.81,2637.62
bczoy,pariyari,commercial,125843.2,116.91,2200.0,0.75,1650.0,16,0.7,1000,1412207.0,70610.35,2,60.0,99000.0,70610.35,63549.31,3495.21
yfygt,pariyari,commercial,125843.2,116.91,2200.0,0.75,1650.0,16,0.7,1100,1527707.0,76385.35,2,60.0,99000.0,76385.35,68746.81,3781.07
ybluh,pariyari,commercial,125843.2,116.91,2200.0,0.75,1650.0,16,0.7,1300,1758707.0,87935.35,2,60.0,99000.0,87935.35,79141.81,4352.8
wtiur,pariyari,commercial,125843.2,116.91,2200.0,0.75,1650.0,21,0.6,700,950207.0,47510.35,2,60.0,99000.0,47510.35,42759.31,2351.76
tweoi,pariyari,commercial,125843.2,116.91,2200.0,0.75,1650.0,21,0.6,1000,1247207.0,62360.35,2,60.0,99000.0,62360.35,56124.31,3086.84
qwbxy,pariyari,commercial,125843.2,116.91,2200.0,0.75,1650.0,21,0.6,1100,1346207.0,67310.35,2,60.0,99000.0,67310.35,60579.31,3331.86
nftim,pariyari,commercial,125843.2,116.91,2200.0,0.75,1650.0,21,0.6,1300,1544207.0,77210.35,2,60.0,99000.0,77210.35,69489.31,3821.91
kbgkg,pariyari,residential,90956.25,84.5,2200.0,1.0,2200.0,1,1,700,1725902.65,86295.13,1,80.0,176000.0,86295.13,77665.62,2718.3
yqirh,pariyari,residential,90956.25,84.5,2200.0,1.0,2200.0,1,1,1000,2385902.65,119295.13,1,80.0,176000.0,119295.13,107365.62,3757.8
yygff,pariyari,residential,90956.25,84.5,2200.0,1.0,2200.0,1,1,1100,2605902.65,130295.13,1,80.0,176000.0,130295.13,117265.62,4104.3
itjut,pariyari,residential,90956.25,84.5,2200.0,1.0,2200.0,1,1,1300,3045902.65,152295.13,1,80.0,176000.0,152295.13,137065.62,4797.3
tcoqq,pariyari,residential,90956.25,84.5,2200.0,1.0,2200.0,6,0.9,700,1571902.65,78595.13,1,80.0,176000.0,78595.13,70735.62,2475.75
qwgks,pariyari,residential,90956.25,84.5,2200.0,1.0,2200.0,6,0.9,1000,2165902.65,108295.13,1,80.0,176000.0,108295.13,97465.62,3411.3
anufi,pariyari,residential,90956.25,84.5,2200.0,1.0,2200.0,6,0.9,1100,2363902.65,118195.13,1,80.0,176000.0,118195.13,106375.62,3723.15
nccsd,pariyari,residential,90956.25,84.5,2200.0,1.0,2200.0,6,0.9,1300,2759902.65,137995.13,1,80.0,176000.0,137995.13,124195.62,4346.85
edbkq,pariyari,residential,90956.25,84.5,2200.0,1.0,2200.0,11,0.8,700,1417902.65,70895.13,1,80.0,176000.0,70895.13,63805.62,2233.2
hnmru,pariyari,residential,90956.25,84.5,2200.0,1.0,2200.0,11,0.8,1000,1945902.65,97295.13,1,80.0,176000.0,97295.13,87565.62,3064.8
jotsl,pariyari,residential,90956.25,84.5,2200.0,1.0,2200.0,11,0.8,1100,2121902.65,106095.13,1,80.0,176000.0,106095.13,95485.62,3342.0
rnjgy,pariyari,residential,90956.25,84.5,2200.0,1.0,2200.0,11,0.8,1300,2473902.65,123695.13,1,80.0,176000.0,123695.13,111325.62,3896.4
agcoc,pariyari,residential,90956.25,84.5,2200.0,1.0,2200.0,16,0.7,700,1263902.65,63195.13,1,80.0,176000.0,63195.13,56875.62,1990.65
imuap,pariyari,residential,90956.25,84.5,2200.0,1.0,2200.0,16,0.7,1000,1725902.65,86295.13,1,80.0,176000.0,86295.13,77665.62,2718.3
wzdul,pariyari,residential,90956.25,84.5,2200.0,1.0,2200.0,16,0.7,1100,1879902.65,93995.13,1,80.0,176000.0,93995.13,84595.62,2960.85
mwsqr,pariyari,residential,90956.25,84.5,2200.0,1.0,2200.0,16,0.7,1300,2187902.65,109395.13,1,80.0,176000.0,109395.13,98455.62,3445.95
yqwii,pariyari,residential,90956.25,84.5,2200.0,1.0,2200.0,21,0.6,700,1109902.65,55495.13,1,80.0,176000.0,55495.13,49945.62,1748.1
xbeog,pariyari,residential,90956.25,84.5,2200.0,1.0,2200.0,21,0.6,1000,1505902.65,75295.13,1,80.0,176000.0,75295.13,67765.62,2371.8
uftrk,pariyari,residential,90956.25,84.5,2200.0,1.0,2200.0,21,0.6,1100,1637902.65,81895.13,1,80.0,176000.0,81895.13,73705.62,2579.7
nqahg,pariyari,residential,90956.25,84.5,2200.0,1.0,2200.0,21,0.6,1300,1901902.65,95095.13,1,80.0,176000.0,95095.13,85585.62,2995.5
ikunp,pariyari,residential,90956.25,84.5,2200.0,1.0,2200.0,1,1,700,1725902.65,86295.13,2,40.0,88000.0,86295.13,77665.62,2718.3
kiaof,pariyari,residential,90956.25,84.5,2200.0,1.0,2200.0,1,1,1000,2385902.65,119295.13,2,40.0,88000.0,88000.0,79200.0,2772.0
lawbd,pariyari,residential,90956.25,84.5,2200.0,1.0,2200.0,1,1,1100,2605902.65,130295.13,2,40.0,88000.0,88000.0,79200.0,2772.0
qtyfg,pariyari,residential,90956.25,84.5,2200.0,1.0,2200.0,1,1,1300,3045902.65,152295.13,2,40.0,88000.0,88000.0,79200.0,2772.0
cnqhh,pariyari,residential,90956.25,84.5,2200.0,1.0,2200.0,6,0.9,700,1571902.65,78595.13,2,40.0,88000.0,78595.13,70735.62,2475.75
xzpoj,pariyari,residential,90956.25,84.5,2200.0,1.0,2200.0,6,0.9,1000,2165902.65,108295.13,2,40.0,88000.0,88000.0,79200.0,2772.0
jzpdp,pariyari,residential,90956.25,84.5,2200.0,1.0,2200.0,6,0.9,1100,2363902.65,118195.13,2,40.0,88000.0,88000.0,79200.0,2772.0
ysmbn,pariyari,residential,90956.25,84.5,2200.0,1.0,2200.0,6,0.9,1300,2759902.65,137995.13,2,40.0,88000.0,88000.0,79200.0,2772.0
vmtii,pariyari,residential,90956.25,84.5,2200.0,1.0,2200.0,11,0.8,700,1417902.65,70895.13,2,40.0,88000.0,70895.13,63805.62,2233.2
rrglm,pariyari,residential,90956.25,84.5,2200.0,1.0,2200.0,11,0.8,1000,1945902.65,97295.13,2,40.0,88000.0,88000.0,79200.0,2772.0
jgwai,pariyari,residential,90956.25,84.5,2200.0,1.0,2200.0,11,0.8,1100,2121902.65,106095.13,2,40.0,88000.0,88000.0,79200.0,2772.0
nkthw,pariyari,residential,90956.25,84.5,2200.0,1.0,2200.0,11,0.8,1300,2473902.65,123695.13,2,40.0,88000.0,88000.0,79200.0,2772.0
kwoiw,pariyari,residential,90956.25,84.5,2200.0,1.0,2200.0,16,0.7,700,1263902.65,63195.13,2,40.0,88000.0,63195.13,56875.62,1990.65
mpjkw,pariyari,residential,90956.25,84.5,2200.0,1.0,2200.0,16,0.7,1000,1725902.65,86295.13,2,40.0,88000.0,86295.13,77665.62,2718.3
ylkvb,pariyari,residential,90956.25,84.5,2200.0,1.0,2200.0,16,0.7,1100,1879902.65,93995.13,2,40.0,88000.0,88000.0,79200.0,2772.0
erfkk,pariyari,residential,90956.25,84.5,2200.0,1.0,2200.0,16,0.7,1300,2187902.65,109395.13,2,40.0,88000.0,88000.0,79200.0,2772.0
lllkl,pariyari,residential,90956.25,84.5,2200.0,1.0,2200.0,21,0.6,700,1109902.65,55495.13,2,40.0,88000.0,55495.13,49945.62,1748.1
yjusd,pariyari,residential,90956.25,84.5,2200.0,1.0,2200.0,21,0.6,1000,1505902.65,75295.13,2,40.0,88000.0,75295.13,67765.62,2371.8
blxaw,pariyari,residential,90956.25,84.5,2200.0,1.0,2200.0,21,0.6,1100,1637902.65,81895.13,2,40.0,88000.0,81895.13,73705.62,2579.7
acxbr,pariyari,residential,90956.25,84.5,2200.0,1.0,2200.0,21,0.6,1300,1901902.65,95095.13,2,40.0,88000.0,88000.0,79200.0,2772.0
pcfyh,pariyari,commercial,125843.2,116.91,2200.0,1.0,2200.0,1,1,700,1797207.0,89860.35,1,120.0,264000.0,89860.35,80874.31,4448.09
xlmjc,pariyari,commercial,125843.2,116.91,2200.0,1.0,2200.0,1,1,1000,2457207.0,122860.35,1,120.0,264000.0,122860.35,110574.31,6081.59
rcusw,pariyari,commercial,125843.2,116.91,2200.0,1.0,2200.0,1,1,1100,2677207.0,133860.35,1,120.0,264000.0,133860.35,120474.31,6626.09
thzap,pariyari,commercial,125843.2,116.91,2200.0,1.0,2200.0,1,1,1300,3117207.0,155860.35,1,120.0,264000.0,155860.35,140274.31,7715.09
avted,pariyari,commercial,125843.2,116.91,2200.0,1.0,2200.0,6,0.9,700,1643207.0,82160.35,1,120.0,264000.0,82160.35,73944.31,4066.94
snpei,pariyari,commercial,125843.2,116.91,2200.0,1.0,2200.0,6,0.9,1000,2237207.0,111860.35,1,120.0,264000.0,111860.35,100674.31,5537.09
kuysw,pariyari,commercial,125843.2,116.91,2200.0,1.0,2200.0,6,0.9,1100,2435207.0,121760.35,1,120.0,264000.0,121760.35,109584.31,6027.14
medcc,pariyari,commercial,125843.2,116.91,2200.0,1.0,2200.0,6,0.9,1300,2831207.0,141560.35,1,120.0,264000.0,141560.35,127404.31,7007.24
agjgn,pariyari,commercial,125843.2,116.91,2200.0,1.0,2200.0,11,0.8,700,1489207.0,74460.35,1,120.0,264000.0,74460.35,67014.31,3685.79
xoztf,pariyari,commercial,125843.2,116.91,2200.0,1.0,2200.0,11,0.8,1000,2017207.0,100860.35,1,120.0,264000.0,100860.35,90774.31,4992.59
uskhv,pariyari,commercial,125843.2,116.91,2200.0,1.0,2200.0,11,0.8,1100,2193207.0,109660.35,1,120.0,264000.0,109660.35,98694.31,5428.19
uzktu,pariyari,commercial,125843.2,116.91,2200.0,1.0,2200.0,11,0.8,1300,2545207.0,127260.35,1,120.0,264000.0,127260.35,114534.31,6299.39
mlnzn,pariyari,commercial,125843.2,116.91,2200.0,1.0,2200.0,16,0.7,700,1335207.0,66760.35,1,120.0,264000.0,66760.35,60084.31,3304.64
ghhxq,pariyari,commercial,125843.2,116.91,2200.0,1.0,2200.0,16,0.7,1000,1797207.0,89860.35,1,120.0,264000.0,89860.35,80874.31,4448.09
wsmbc,pariyari,commercial,125843.2,116.91,2200.0,1.0,2200.0,16,0.7,1100,1951207.0,97560.35,1,120.0,264000.0,97560.35,87804.31,4829.24
drcav,pariyari,commercial,125843.2,116.91,2200.0,1.0,2200.0,16,0.7,1300,2259207.0,112960.35,1,120.0,264000.0,112960.35,101664.31,5591.54
ijmtq,pariyari,commercial,125843.2,116.91,2200.0,1.0,2200.0,21,0.6,700,1181207.0,59060.35,1,120.0,264000.0,59060.35,53154.31,2923.49
nugth,pariyari,commercial,125843.2,116.91,2200.0,1.0,2200.0,21,0.6,1000,1577207.0,78860.35,1,120.0,264000.0,78860.35,70974.31,3903.59
gqfzf,pariyari,commercial,125843.2,116.91,2200.0,1.0,2200.0,21,0.6,1100,1709207.0,85460.35,1,120.0,264000.0,85460.35,76914.31,4230.29
eqrrz,pariyari,commercial,125843.2,116.91,2200.0,1.0,2200.0,21,0.6,1300,1973207.0,98660.35,1,120.0,264000.0,98660.35,88794.31,4883.69
vmjtp,pariyari,commercial,125843.2,116.91,2200.0,1.0,2200.0,1,1,700,1797207.0,89860.35,2,60.0,132000.0,89860.35,80874.31,4448.09
jkrba,pariyari,commercial,125843.2,116.91,2200.0,1.0,2200.0,1,1,1000,2457207.0,122860.35,2,60.0,132000.0,122860.35,110574.31,6081.59
nafwv,pariyari,commercial,125843.2,116.91,2200.0,1.0,2200.0,1,1,1100,2677207.0,133860.35,2,60.0,132000.0,132000.0,118800.0,6534.0
zuesj,pariyari,commercial,125843.2,116.91,2200.0,1.0,2200.0,1,1,1300,3117207.0,155860.35,2,60.0,132000.0,132000.0,118800.0,6534.0
heejv,pariyari,commercial,125843.2,116.91,2200.0,1.0,2200.0,6,0.9,700,1643207.0,82160.35,2,60.0,132000.0,82160.35,73944.31,4066.94
buimf,pariyari,commercial,125843.2,116.91,2200.0,1.0,2200.0,6,0.9,1000,2237207.0,111860.35,2,60.0,132000.0,111860.35,100674.31,5537.09
inowq,pariyari,commercial,125843.2,116.91,2200.0,1.0,2200.0,6,0.9,1100,2435207.0,121760.35,2,60.0,132000.0,121760.35,109584.31,6027.14
akwov,pariyari,commercial,125843.2,116.91,2200.0,1.0,2200.0,6,0.9,1300,2831207.0,141560.35,2,60.0,132000.0,132000.0,118800.0,6534.0
zbnjf,pariyari,commercial,125843.2,116.91,2200.0,1.0,2200.0,11,0.8,700,1489207.0,74460.35,2,60.0,132000.0,74460.35,67014.31,3685.79
cjevq,pariyari,commercial,125843.2,116.91,2200.0,1.0,2200.0,11,0.8,1000,2017207.0,100860.35,2,60.0,132000.0,100860.35,90774.31,4992.59
jxeda,pariyari,commercial,125843.2,116.91,2200.0,1.0,2200.0,11,0.8,1100,2193207.0,109660.35,2,60.0,132000.0,109660.35,98694.31,5428.19
fqhpp,pariyari,commercial,125843.2,116.91,2200.0,1.0,2200.0,11,0.8,1300,2545207.0,127260.35,2,60.0,132000.0,127260.35,114534.31,6299.39
qjmdd,pariyari,commercial,125843.2,116.91,2200.0,1.0,2200.0,16,0.7,700,1335207.0,66760.35,2,60.0,132000.0,66760.35,60084.31,3304.64
